Proctor_ID,Soil_ID,Density_kg/m3,Gs,MassWC_%,theta,DegreeSat_%,Probe,IsPVC,Metatype,Site,g1,g2,rmse,d10,cu
69,6,2139.15,2.817,6.31,0.1351,56.13,2043.1,0,MG20,Drumondville,0.11454978803408346,1.0392902879256147,0.025164077625657304,0.922691535084992,0.12478341048839738
70,6,2241.63,2.817,7.02,0.1573,77.02,2102.85,0,MG20,Drumondville,0.11454978803408346,1.0392902879256147,0.025164077625657304,0.922691535084992,0.12478341048839738
71,7,1702.36,2.707,1.97,0.0336,9.05,1929.85,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
72,7,2062.11,2.707,3.12,0.0644,27.05,2008.95,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
73,7,2143.11,2.707,4.16,0.0892,42.81,2027.45,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
74,7,2060.4,2.707,4.83,0.09960000000000001,41.69,2038.6,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
75,7,2125.24,2.707,3.2,0.068,31.63,2027.9,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
76,7,2126.9,2.707,4.6,0.0978,45.65,2058.2,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
77,7,2187.66,2.707,5.74,0.12560000000000002,65.47,2138.65,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
78,7,2118.07,2.707,6.23,0.132,60.68,2529.2,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
79,7,2218.32,2.707,6.61,0.1467,81.28,2573.8,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
80,7,2255.3,2.707,4.62,0.1043,62.5,2154.9,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
81,7,2096.0,2.707,5.76,0.1207,53.0,2142.1,1,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
82,7,2096.0,2.707,8.21,0.1721,76.0,2732.0,1,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
83,7,2219.92,2.707,5.31,0.1178,65.49,2100.5,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
84,7,2080.0,2.707,6.05,0.1257,54.0,2149.0,1,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
85,7,2063.0,2.707,6.57,0.1356,57.0,2090.0,1,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
86,7,2231.35,2.707,5.72,0.1275,72.59,2171.1,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
87,7,2080.84,2.707,4.79,0.09970000000000001,43.09,2103.9,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
88,7,2149.66,2.707,5.35,0.1151,55.91,2048.8,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
89,7,1973.55,2.707,3.15,0.0621,22.94,1974.4,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
90,7,1991.31,2.707,4.47,0.0891,33.7,2041.7,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
91,7,2038.98,2.707,6.0,0.12240000000000001,49.58,2108.4,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
92,7,2110.31,2.707,6.63,0.14,63.5,2237.55,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
93,7,1881.87,2.707,7.4,0.1392,45.68,2261.1,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
94,7,2092.39,2.707,8.44,0.17670000000000002,77.83,2581.75,0,MG20,Sherbrooke,0.05056932107622534,1.173361399849917,0.034614902496267405,1.8693480761435475,0.1582822283780054
95,8,2321.56,2.826,2.74,0.0637,35.67,2031.25,0,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
96,8,2304.67,2.826,4.28,0.0987,53.51,2030.4,0,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
97,8,2364.3,2.826,4.79,0.1133,69.31,2207.15,0,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
98,8,2341.0,2.826,4.28,0.09570000000000001,46.0,2166.3,1,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
99,8,2341.0,2.826,7.98,0.1783,85.0,2732.0,1,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
100,8,2341.0,2.826,5.16,0.1155,55.0,2141.4,1,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
101,8,2341.0,2.826,7.35,0.1645,79.0,2730.0,1,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
102,8,2364.19,2.826,4.67,0.1106,68.08,2177.6,0,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
103,8,1899.84,2.826,8.92,0.16949999999999998,51.72,2617.45,0,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
104,8,2231.27,2.826,2.81,0.06269999999999999,29.78,2046.35,0,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
105,8,2283.69,2.826,4.16,0.095,49.51,2119.4,0,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
106,8,2316.91,2.826,5.78,0.1338,74.27,2235.4,0,MG20,Sherbrooke,0.21370529736526211,0.724208261479579,0.025230768099333705,0.37661625967284146,0.05045693796568665
107,9,2326.76,2.827,4.31,0.10039999999999999,56.76,2110.15,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
108,9,2301.47,2.827,3.75,0.0864,46.5,2082.25,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
109,9,2364.79,2.827,5.48,0.1295,79.29,2099.4,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
110,9,2254.56,2.827,3.04,0.06860000000000001,33.92,2070.3,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
111,9,2365.15,2.827,6.66,0.1576,96.57,2344.9,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
112,9,2307.08,2.827,4.47,0.1032,56.14,2096.95,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
113,9,2403.26,2.827,4.36,0.1048,69.96,2115.0,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
114,9,2316.7,2.827,5.28,0.1223,67.78,2097.1,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
115,9,2215.58,2.827,3.09,0.06860000000000001,31.72,2037.6,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
116,9,2197.57,2.827,4.56,0.1002,45.04,2015.8,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
117,9,2210.64,2.827,6.56,0.145,66.56,2283.8,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
118,9,2263.16,2.827,7.42,0.1679,84.25,2591.1,0,MG20,Université de Sherbrooke,0.17154138222966542,0.8103372779930381,0.031490183066638575,0.5479763840216479,0.06930820578937916
119,10,2108.56,2.758,3.04,0.064,27.2,2058.7,0,MG112,"345,chemin Fitch Bay,Magog,QC J1X 0Z5",0.5254169379355222,0.5033051087659968,0.027680633299371978,0.041068857374974635,0.013602737692163917
122,10,2099.31,2.758,4.33,0.091,38.11,2086.6,0,MG112,"345,chemin Fitch Bay,Magog,QC J1X 0Z5",0.5254169379355222,0.5033051087659968,0.027680633299371978,0.041068857374974635,0.013602737692163917
123,10,2136.64,2.758,5.86,0.1253,55.62,2150.0,0,MG112,"345,chemin Fitch Bay,Magog,QC J1X 0Z5",0.5254169379355222,0.5033051087659968,0.027680633299371978,0.041068857374974635,0.013602737692163917
124,10,2161.57,2.758,6.31,0.13640000000000002,63.12,2185.75,0,MG112,"345,chemin Fitch Bay,Magog,QC J1X 0Z5",0.5254169379355222,0.5033051087659968,0.027680633299371978,0.041068857374974635,0.013602737692163917
125,10,1878.09,2.758,6.84,0.1285,40.28,2132.55,0,MG112,"345,chemin Fitch Bay,Magog,QC J1X 0Z5",0.5254169379355222,0.5033051087659968,0.027680633299371978,0.041068857374974635,0.013602737692163917
126,10,2142.84,2.758,9.08,0.1945,87.22,2327.0,0,MG112,"345,chemin Fitch Bay,Magog,QC J1X 0Z5",0.5254169379355222,0.5033051087659968,0.027680633299371978,0.041068857374974635,0.013602737692163917
127,10,2099.75,2.758,10.11,0.21230000000000002,89.0,2264.7,0,MG112,"345,chemin Fitch Bay,Magog,QC J1X 0Z5",0.5254169379355222,0.5033051087659968,0.027680633299371978,0.041068857374974635,0.013602737692163917
128,11,1757.63,2.691,3.17,0.0558,16.07,1987.25,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
129,11,1690.38,2.691,5.63,0.09519999999999999,25.59,2065.8,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
130,11,1749.67,2.691,6.92,0.1211,34.6,2116.75,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
131,11,1861.0,2.691,11.38,0.2143,69.5,2549.65,1,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
132,11,1861.0,2.691,12.74,0.2371,77.0,2637.0,1,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
133,11,1771.94,2.691,7.86,0.1392,40.77,2203.7,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
134,11,1786.01,2.691,10.0,0.1786,53.1,2222.75,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
135,11,1856.79,2.691,10.35,0.19219999999999998,62.01,2285.25,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
136,11,1826.52,2.691,11.46,0.20940000000000003,65.18,2468.2,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
137,11,1863.8,2.691,11.54,0.2151,69.96,2582.85,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
138,11,1834.34,2.691,13.14,0.24100000000000002,75.69,2651.55,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
139,11,1868.68,2.691,13.33,0.24910000000000002,81.5,2671.55,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
140,11,1851.7,2.691,11.08,0.20510000000000003,65.77,2552.6,0,MG112,Drumondville,1.322132237705099,1.0900676508591258,0.019299625870523553,0.09821444977867244,0.1374863344201296
150,15,1994.06,2.781,2.8,0.0559,19.73,1981.6,0,MG20,Beauce,0.1677292713310857,0.9991726348683828,0.025826136355944055,0.6279163885335227,0.11478014267698154
151,15,2157.67,2.781,4.6,0.0993,44.27,2109.2,0,MG20,Beauce,0.1677292713310857,0.9991726348683828,0.025826136355944055,0.6279163885335227,0.11478014267698154
152,15,2102.0,2.781,6.61,0.136,55.71,2122.0,1,MG20,Beauce,0.1677292713310857,0.9991726348683828,0.025826136355944055,0.6279163885335227,0.11478014267698154
153,15,2102.0,2.781,9.12,0.1918,79.0,2821.0,1,MG20,Beauce,0.1677292713310857,0.9991726348683828,0.025826136355944055,0.6279163885335227,0.11478014267698154
154,15,2199.82,2.781,5.88,0.1294,61.88,2224.6,0,MG20,Beauce,0.1677292713310857,0.9991726348683828,0.025826136355944055,0.6279163885335227,0.11478014267698154
155,15,2206.19,2.781,7.36,0.1625,78.56,2190.95,0,MG20,Beauce,0.1677292713310857,0.9991726348683828,0.025826136355944055,0.6279163885335227,0.11478014267698154
156,15,2136.48,2.781,10.23,0.21850000000000003,94.23,2637.9,0,MG20,Beauce,0.1677292713310857,0.9991726348683828,0.025826136355944055,0.6279163885335227,0.11478014267698154
157,16,2135.0,2.83,2.13,0.045599999999999995,18.56,1954.4,0,MG20,Sherbrooke,0.1285797687480937,0.9056963841892327,0.02863412790470562,0.8026000342648039,0.09179865271448823
